_RAJ2000,_DEJ2000,KIC,Teff,log(g),Mass,Prot,e_Prot,Rper,LPH,w,dP/P
288.61874,46.1515,9519422,6072,4.59,1.1293,4.552,0.099,8077.29,1.262,0.7058,0.0217486819
288.57819,46.15334,9519352,6203,4.35,1.1716,17.001,0.356,1041.71,0.714,0.4109,0.0209399447
287.80405,46.19088,9517946,4995,4,0.833,14.18,0.218,5722.58,1.032,0.5792,0.0153737659
285.66852,46.11426,9514388,5436,4.53,0.9477,23.085,0.476,2243.64,0.612,0.428,0.0206194499
284.11801,46.15006,9511659,6446,4.28,1.2562,2.115,0.005,1080.48,0.621,0.4471,0.0023640662
282.58731,46.17735,9509071,5547,3.91,0.9774,7.462,0.049,13696.73,1.288,0.6992,0.0065666041
300.37827,46.01908,9491205,6273,4.44,1.1951,1.866,0.075,1430.63,0.916,0.5628,0.040192926
295.37466,46.0888,9474225,5958,4.57,1.0942,2.948,0.029,7567.76,1.494,0.7635,0.0098371777
295.14804,46.09365,9473570,5540,4.76,0.9755,9.226,0.01,9405.67,1.487,0.7383,0.0010838933
293.92151,46.043,9470099,5823,4.73,1.0543,12.869,0.122,1104.24,0.398,0.2806,0.0094801461
293.73151,46.02279,9469612,5659,4.35,1.008,7.325,0.074,5383.91,1.533,0.7558,0.0101023891
293.49774,46.06809,9469010,6283,4.42,1.1985,5.246,0.011,782.76,0.484,0.3683,0.0020968357
292.8403,46.09654,9467342,4081,4.46,0.575,13.242,0.499,1277,0.464,0.2575,0.0376831294
292.16965,46.02878,9465696,5738,4.5,1.03,11.878,0.136,7157.27,1.188,0.6695,0.011449739
292.16086,46.09239,9465671,5489,4.45,0.9618,5.501,0.163,13038.31,1.318,0.69,0.0296309762
288.18765,46.00723,9456980,5685,4.43,1.0152,21.712,0.447,2148.93,0.594,0.3921,0.0205876934
287.75778,46.00961,9456198,5373,4.59,0.9311,7.852,0.031,14173.6,1.452,0.7609,0.0039480387
285.33362,46.06058,9451937,6141,4.46,1.1513,2.61,0.005,7377.39,1.252,0.6883,0.0019157088
285.07077,46.07902,9451512,5657,4.78,1.0074,16.216,0.41,2286.02,0.829,0.5459,0.0252836704
283.74805,46.02948,9449234,6371,4.52,1.2292,1.952,0.005,6442.67,1.286,0.7228,0.0025614754
300.13629,45.96812,9428817,6023,4.55,1.1141,2.09,0.005,6613.43,1.273,0.6775,0.0023923445
297.49738,45.9412,9419711,5248,4.66,0.8985,12.324,0.03,21415.92,1.163,0.653,0.0024342746
293.89679,45.99156,9409212,5821,4.51,1.0537,5.147,0.023,5707.09,1.111,0.6214,0.0044686225
293.02701,45.94747,9407014,5669,4.34,1.0107,17.058,0.231,3894.39,0.711,0.4948,0.0135420331
292.97195,45.93588,9406896,5888,4.6,1.0733,14.846,0.415,1090.17,0.431,0.3385,0.0279536576
287.7872,45.91037,9395709,5437,4.42,0.948,17.143,0.053,9186.09,1.13,0.6348,0.0030916409
287.28827,45.96589,9394834,5094,4.47,0.8586,28.676,1.442,3587.25,0.511,0.3703,0.0502859534
285.76398,45.9791,9392121,5293,4.17,0.9102,13.768,0.047,14769.32,1.141,0.6619,0.003413713
284.38348,45.92355,9389658,6056,4.37,1.1243,2.627,0.01,4237.83,1.013,0.5851,0.0038066235
284.04727,45.99521,9389059,6026,4.26,1.115,23.185,0.542,1079.44,0.609,0.345,0.0233771835
284.0433,45.95763,9389049,4223,4.59,0.6319,31.832,0.457,1732.8,0.8,0.4948,0.0143566223
282.31284,45.94993,9386276,6165,4.47,1.1591,6.058,0.268,2976.48,0.857,0.5674,0.0442390228
295.6929,45.83703,9352655,5429,4.4,0.9458,23.226,0.296,996.59,0.437,0.3256,0.0127443382
295.34903,45.87678,9351586,5372,4.4,0.9308,18.689,0.065,5906.11,0.882,0.5777,0.0034779817
294.07867,45.87947,9348056,6269,4.72,1.1937,3.013,0.007,930.01,0.426,0.3026,0.0023232658
293.51843,45.81421,9346592,4062,4.35,0.5674,5.358,0.003,77525.08,1.784,0.7862,0.0005599104
292.59283,45.83451,9344262,6318,4.49,1.2106,17.615,0.425,1373.35,0.459,0.2567,0.0241271643
290.91269,45.87781,9340090,5047,4.51,0.8464,23.841,0.084,7805.11,0.918,0.5602,0.0035233421
289.02582,45.8154,9335973,5456,4.55,0.953,7.548,0.028,19386.08,1.309,0.7013,0.0037095919
288.88062,45.80248,9335684,5385,4.36,0.9342,8.901,0.039,23807.11,1.465,0.7467,0.0043815302
288.87399,45.88368,9335664,5763,4.83,1.0371,11.194,0.04,5750.42,1.173,0.6728,0.0035733429
288.56714,45.83947,9335087,5811,4.33,1.0509,15.623,0.11,5323.32,0.798,0.5197,0.0070409012
288.44153,45.84409,9334867,5788,4.27,1.0443,15.301,0.105,5238.89,1.202,0.6369,0.0068622966
285.46002,45.88705,9329571,6246,4.59,1.186,8.965,0.047,2274.07,0.792,0.5054,0.0052426102
283.94223,45.83262,9326903,5096,4.16,0.8591,32.829,0.419,4652.74,0.605,0.362,0.0127631058
283.81302,45.85854,9326711,5963,4.58,1.0957,9.296,0.05,7554.83,1.097,0.655,0.0053786575
283.58218,45.84797,9326289,5441,4.33,0.949,22.994,0.357,2618.25,0.456,0.3413,0.0155257893
300.50208,45.70528,9307142,5846,4.27,1.061,1.606,0.003,865.64,0.533,0.3224,0.001867995
299.50079,45.77463,9303943,5003,4.23,0.835,11.565,0.105,11559.13,1.151,0.6207,0.009079118
296.039,45.7562,9292041,5079,4.63,0.8547,17.274,0.526,5670.25,0.954,0.5663,0.0304503879
294.72803,45.70743,9288261,6214,4.63,1.1752,6.338,0.079,546.57,0.456,0.3488,0.0124644998
293.37256,45.73877,9284599,6309,4.49,1.2074,13.379,0.112,715.82,0.46,0.2846,0.0083713282
291.35193,45.70061,9279666,5665,4.63,1.0096,32.526,0.386,883.46,0.484,0.2629,0.0118674291
291.30408,45.79998,9279550,5429,4.62,0.9458,25.542,0.519,3219.43,0.635,0.4119,0.0203194738
290.49979,45.74446,9277681,5302,4.66,0.9125,28.646,2.193,3019.9,0.351,0.2558,0.076555191
289.01334,45.77202,9274513,5725,4.47,1.0264,15.825,0.267,3738.73,0.818,0.537,0.0168720379
287.88965,45.75126,9272511,4800,4.25,0.782,19.397,0.047,10231.29,1.13,0.6651,0.0024230551
287.76306,45.77587,9272298,6304,4.43,1.2057,5.963,0.046,531.29,0.331,0.2737,0.0077142378
287.75867,45.7519,9272291,5442,4.45,0.9493,33.251,1.068,1900.88,0.49,0.2788,0.0321193348
287.4747,45.79098,9271789,5082,4.4,0.8555,22.396,0.114,5576.01,0.959,0.5817,0.0050901947
285.39731,45.71172,9268259,5235,4.66,0.8951,24.702,0.173,854.82,0.656,0.4574,0.0070034815
284.09146,45.79983,9265875,3977,4.72,0.5337,13.286,0.082,2332.27,0.767,0.4353,0.0061719103
283.9231,45.70251,9265564,5324,4.35,0.9182,7.406,0.236,11603.47,1.242,0.6574,0.0318660546
298.51431,45.64866,9238276,5796,4.65,1.0465,3.029,0.038,8319.32,1.329,0.6904,0.0125453945
293.65747,45.68695,9222857,5002,4.61,0.8348,12.973,0.188,15400.65,0.665,0.3797,0.0144916365
293.55225,45.69023,9222584,5446,4.67,0.9503,15.941,0.271,7642.78,1.031,0.631,0.0170001882
292.68094,45.66266,9220341,5083,4.62,0.8557,11.044,0.45,1047.31,0.676,0.3824,0.0407461065
290.34396,45.6303,9214608,5314,4.83,0.9156,19.638,0.413,5513.85,0.774,0.5107,0.0210306549
290.33847,45.68084,9214598,4724,4.67,0.7617,9.474,0.398,12549.46,1.497,0.774,0.0420097108
287.52026,45.69054,9209124,5092,4.75,0.8581,29.641,0.85,4058.63,0.666,0.4179,0.0286764954
285.34473,45.63994,9205287,6391,4.39,1.2363,4.229,0.078,465.87,0.401,0.3232,0.0184440766
284.42798,45.66857,9203682,5538,4.44,0.9749,26.909,1.02,4094.72,0.441,0.2868,0.0379055335
284.07224,45.68428,9203047,5158,4.63,0.8751,22.51,0.097,7510.13,0.804,0.5407,0.0043091959
300.11902,45.51035,9180282,6204,4.1,1.1719,1.52,0.003,2159.86,1.222,0.6721,0.0019736842
299.97018,45.5828,9179713,4757,4.19,0.7706,26.372,0.165,11198.13,1.079,0.588,0.0062566358
299.61774,45.51436,9178425,5020,4.59,0.8394,0.523,0.003,59163.81,1.398,0.6657,0.0057361377
297.89374,45.56504,9172211,4982,4.34,0.8296,25.996,0.308,4597.57,0.705,0.4903,0.0118479766
295.79669,45.5867,9165053,3874,4.53,0.4935,31.037,0.122,7511.62,1.032,0.5731,0.0039307923
294.65009,45.55316,9162048,5445,4.88,0.9501,5.958,0.194,4109.62,1.206,0.642,0.0325612622
294.16226,45.54708,9160630,5724,4.61,1.0261,22.005,0.551,1795.59,0.51,0.3412,0.0250397637
292.7345,45.59117,9156839,5689,4.67,1.0163,5.435,0.024,8511.04,1.42,0.7457,0.0044158234
292.61639,45.52767,9156552,6307,4.65,1.2068,1.763,0.005,7256.33,1.233,0.6915,0.0028360749
290.96597,45.5302,9152469,5864,4.57,1.0663,8.054,0.015,8405.51,0.994,0.5964,0.0018624286
290.78958,45.58413,9152029,6359,4.39,1.2249,3.955,0.162,1362.17,0.408,0.3167,0.0409608091
290.33386,45.55113,9150921,5831,4.67,1.0566,11.952,0.075,4450.92,0.598,0.4124,0.0062751004
290.15979,45.59471,9150496,5197,4.41,0.8852,7.5,0.029,28363.97,1.505,0.767,0.0038666667
290.08505,45.56849,9150330,6280,4.4,1.1975,10.229,0.134,1325.96,0.387,0.2743,0.0131000098
290.00653,45.51499,9150143,5327,4.39,0.919,27.513,0.235,2700.69,0.554,0.3694,0.0085414168
286.18488,45.54444,9142932,5192,4.35,0.8839,11.498,0.011,6527.66,1.05,0.5818,0.0009566881
285.61932,45.56876,9141881,5785,4.39,1.0434,4.112,0.01,10149.24,1.129,0.6196,0.0024319066
285.55798,45.51404,9141755,5473,4.64,0.9575,38.986,0.201,859.26,0.788,0.4076,0.0051556969
285.13925,45.55471,9141060,5041,4.38,0.8449,11.05,0.031,8324.59,1.425,0.7441,0.0028054299
284.78946,45.58712,9140459,5381,4.61,0.9332,18.521,0.051,18044.17,1.11,0.624,0.002753631
283.31494,45.58012,9137728,5861,4.51,1.0654,7.861,0.011,9316.24,1.187,0.6815,0.0013993131
295.93344,45.4956,9101055,5955,4.45,1.0933,12.957,0.108,1265.97,0.474,0.3684,0.0083352628
295.85339,45.46135,9100792,5720,4.35,1.025,7.882,0.021,20810.1,1.161,0.6601,0.0026642984
295.56192,45.48763,9099798,5991,4.46,1.1042,13.22,0.235,957.01,0.315,0.2633,0.0177760968
295.50726,45.49896,9099624,5226,4.22,0.8927,23.724,0.795,3524.36,0.54,0.3734,0.0335103692
294.18726,45.48684,9095405,5673,4.45,1.0118,10.02,0.016,11861.26,1.376,0.7175,0.0015968064
294.04562,45.40204,9094939,6435,4.35,1.2522,1.22,0.006,773.43,0.436,0.3183,0.0049180328
293.99255,45.45379,9094773,5777,4.43,1.0411,10.338,0.277,845.73,0.412,0.268,0.0267943509
293.7464,45.45216,9094062,6166,4.62,1.1594,6.327,0.02,974.48,0.365,0.2744,0.0031610558
293.10965,45.42018,9092247,6400,4.87,1.2395,2.975,0.128,1060.55,0.382,0.2947,0.0430252101
291.24408,45.48228,9087205,5484,4.87,0.9604,27.026,0.127,946.88,0.737,0.436,0.0046991786
290.75909,45.44015,9085981,5908,4.81,1.0792,13.779,0.134,2226.47,0.56,0.4238,0.0097249438
286.57172,45.46984,9077511,5446,4.78,0.9503,23.865,0.865,2677.2,0.554,0.392,0.0362455479
286.50812,45.42312,9077401,6134,4.44,1.1491,6.866,0.072,2854.29,0.741,0.5119,0.010486455
286.42233,45.40781,9077237,5428,4.72,0.9456,18.904,0.154,4486.62,0.873,0.5649,0.008146424
286.10339,45.41814,9076664,6228,4.42,1.1799,7.292,0.143,2643.29,0.767,0.5214,0.0196105321
282.76035,45.43037,9070772,4188,4.55,0.6178,11.204,0.017,9880.36,1.374,0.7245,0.0015173152
299.61603,45.31426,9048976,4165,4.38,0.6086,11.001,0.139,22812.78,1.527,0.7565,0.012635215
299.50479,45.30167,9048551,4017,4.47,0.5495,8.553,0.008,44489.74,1.464,0.7417,0.0009353443
295.72452,45.38491,9033355,6224,4.29,1.1786,8.534,0.099,914.04,0.389,0.3122,0.0116006562
294.98248,45.31372,9031013,6134,4.28,1.1491,6.264,0.048,3965.56,0.341,0.251,0.0076628352
293.92587,45.30177,9027776,6028,4.47,1.1156,8.25,0.046,5179.88,1.128,0.6628,0.0055757576
293.37103,45.33982,9026233,5718,4.69,1.0244,18.941,0.189,1763.08,0.461,0.3514,0.0099783538
293.1434,45.37064,9025600,6375,4.02,1.2306,8.393,0.015,920.36,0.673,0.4356,0.0017872036
293.06042,45.3173,9025367,6417,4.57,1.2457,3.334,0.01,8313.98,1.187,0.6767,0.0029994001
292.8558,45.33664,9024795,6444,4.27,1.2555,2.114,0.003,1260.64,0.748,0.5161,0.0014191107
290.97195,45.39614,9019601,4953,4.43,0.8221,5.016,0.007,44461.97,1.576,0.7835,0.0013955343
290.61557,45.35008,9018675,6420,4.46,1.2467,4.39,0.038,744.43,0.495,0.3919,0.0086560364
287.99823,45.39644,9012244,5822,4.37,1.054,8.274,0.107,6247.61,1.202,0.6899,0.0129320764
287.82678,45.33132,9011877,5029,4.22,0.8418,29.751,0.732,7713.29,0.59,0.3954,0.024604215
286.70151,45.37957,9009390,5088,4.8,0.857,7.911,0.01,23160.34,1.359,0.6978,0.0012640627
286.26416,45.30392,9008460,5374,4.53,0.9313,20.936,0.544,5534.41,0.789,0.5271,0.0259839511
284.63101,45.34649,9005040,5357,4.87,0.9269,29.004,0.098,4034.22,0.569,0.3591,0.0033788443
283.82437,45.32972,9003552,4904,4.32,0.8093,20.889,0.059,5748.09,0.984,0.6101,0.0028244531
283.72961,45.37771,9003348,6135,4.37,1.1494,12.899,0.613,913.86,0.401,0.281,0.0475230638
283.22577,45.36636,9002304,6098,4.52,1.1376,9.256,0.271,3866.08,1.104,0.6314,0.029278306
300.38382,45.257,8982630,4206,4.63,0.6251,43.737,0.741,6219.69,0.633,0.3508,0.0169421771
299.6456,45.23386,8979851,4968,4.03,0.826,28.746,0.314,2944.11,0.487,0.3491,0.0109232589
298.77472,45.22004,8976801,4921,4.05,0.8137,21.801,0.251,4107.3,1.013,0.6147,0.0115132333
297.68292,45.24007,8971924,4241,4.52,0.6392,37.446,0.888,4461.29,0.703,0.417,0.0237141484
295.57687,45.22875,8964081,5159,4.75,0.8754,22.039,1.003,6790.52,0.598,0.3893,0.0455102319
295.23361,45.23775,8962915,4694,4.01,0.7537,9.949,0.094,13573.08,1.436,0.7444,0.0094481857
293.86423,45.21229,8958500,5805,4.7,1.0491,21.216,0.113,2203.76,1.096,0.5721,0.0053261689
293.01196,45.25116,8956096,5917,4.37,1.0819,9.553,0.023,5772.41,0.794,0.5195,0.0024076206
291.70856,45.26982,8952632,6337,4.27,1.2172,3.087,0.013,5850.94,1.329,0.7258,0.0042112083
291.23837,45.23365,8951304,5217,4.62,0.8904,22.736,0.243,5983.35,0.826,0.5348,0.0106878958
289.85223,45.20143,8947435,5292,4.57,0.9099,20.064,0.17,11140.05,1.127,0.6176,0.0084728868
289.74915,45.20017,8947218,6397,4.46,1.2384,3.683,0.024,4240.51,0.825,0.5632,0.0065164268
287.97928,45.26997,8943283,6373,4.38,1.2299,7.403,0.065,913.5,0.352,0.2682,0.0087802242
286.20245,45.22466,8939799,5384,4.45,0.934,25.175,1.009,5533.84,0.609,0.4117,0.0400794439
285.77817,45.25106,8938882,5158,4.5,0.8751,9.332,0.019,25586.52,1.143,0.609,0.0020360051
285.45599,45.29946,8938174,6446,4.35,1.2562,5.66,0.184,1078.72,0.419,0.319,0.0325088339
284.64655,45.2031,8936696,6256,4.34,1.1893,7.456,0.2,344.63,0.318,0.2725,0.0268240343
284.59503,45.21714,8936598,6246,4.24,1.186,15.628,0.243,421.55,0.436,0.2618,0.0155490146
295.35229,45.14823,8895765,4154,4.48,0.6042,22.325,0.114,6191.76,1.149,0.6499,0.005106383
294.93622,45.18876,8894479,6186,4.46,1.166,4.908,0.042,3351.87,0.835,0.5456,0.0085574572
294.60089,45.16963,8893476,5432,4.3,0.9466,22.289,0.522,2888.14,0.437,0.3171,0.023419624
291.90421,45.13431,8885816,6297,4.3,1.2033,8.598,0.585,1334.82,0.501,0.3603,0.0680390789
286.99075,45.16076,8873953,6066,4.13,1.1275,12.894,0.323,2130.39,0.376,0.2843,0.025050411
286.96408,45.12672,8873894,5647,4.37,1.0046,8.943,0.046,19416.18,1.368,0.7299,0.0051436878
286.84372,45.11839,8873632,5844,4.46,1.0604,44.655,0.408,754.27,0.651,0.3199,0.0091367148
284.63412,45.12212,8869186,4583,3.98,0.7235,10.079,0.011,14823.85,1.158,0.6072,0.0010913781
284.00745,45.10779,8867869,4081,4.49,0.575,15.644,0.012,6259.2,1.036,0.582,0.0007670672
283.32483,45.12054,8866490,5031,4.24,0.8423,15.505,0.116,10421.22,1.105,0.6325,0.0074814576
300.07843,45.08707,8844761,3866,4.44,0.4904,20.708,0.519,1563.04,0.593,0.3511,0.0250627777
295.07343,45.05801,8827519,5751,4.84,1.0337,5.128,0.015,13834.6,1.206,0.6569,0.002925117
293.31946,45.03642,8822626,5542,4.75,0.976,21.731,1.95,2264.02,0.341,0.2552,0.0897335604
291.68323,45.08488,8818530,6350,4.46,1.2217,4.976,0.108,2022.74,0.524,0.4075,0.0217041801
291.50443,45.09693,8818018,5301,4.55,0.9122,11.653,0.014,19998.01,1.294,0.7238,0.0012014074
291.05164,45.00773,8816832,5308,4.59,0.9141,10.121,0.018,13069.12,0.977,0.5503,0.0017784804
290.40225,45.07291,8815117,5810,4.37,1.0506,4.004,0.064,2798.08,1.151,0.6288,0.015984016
290.2663,45.02332,8814737,5028,4.54,0.8415,20.687,0.133,5832.58,0.89,0.5585,0.0064291584
287.06146,45.03043,8807988,5033,4.81,0.8428,40.629,1.674,2318.68,0.485,0.253,0.041202097
286.18881,45.06729,8806397,5492,4.52,0.9626,6.851,0.025,10351.84,1.151,0.6281,0.0036491023
285.72803,45.01067,8805469,5891,4.88,1.0742,15.245,0.471,1271.49,0.415,0.3321,0.0308953755
285.52725,45.03519,8805111,4070,4.55,0.5706,24.714,0.237,9415.51,0.896,0.565,0.0095897062
285.34,45.07102,8804762,6122,4.44,1.1452,16.9,0.922,1130.16,0.607,0.3669,0.054556213
284.90579,45.06885,8804069,5722,4.66,1.0255,14.442,0.111,8182.82,0.895,0.5774,0.0076859161
284.8577,45.0645,8803979,6383,4.29,1.2334,7.148,0.039,484.91,0.328,0.2535,0.0054560716
284.73535,45.06224,8803772,6079,4.42,1.1315,10.665,0.116,757.9,0.413,0.3352,0.0108766995
284.73145,45.01856,8803762,5757,4.77,1.0354,17.923,0.433,2757.13,0.561,0.405,0.024158902
283.60529,45.04743,8801554,5300,4.57,0.912,22.282,0.57,5732.48,0.746,0.5081,0.0255811866
283.42621,45.0966,8801269,5372,4.59,0.9308,17.61,0.025,13110.76,1.148,0.6398,0.0014196479
283.40244,45.07057,8801228,4989,4.35,0.8314,6.374,0.005,61216.06,1.569,0.7842,0.0007844368
300.1351,44.97214,8780205,6178,4.25,1.1634,0.775,0.026,2658.78,1.018,0.5853,0.0335483871
298.33945,44.95641,8773551,5102,4.49,0.8607,10.461,0.036,7834.91,1.174,0.6276,0.0034413536
297.97644,44.94428,8772083,4313,4.55,0.6682,20.392,0.035,5730.93,0.976,0.581,0.0017163594
296.81964,44.96575,8767544,6062,4.29,1.1262,4.544,0.015,5740.05,1.176,0.6701,0.0033010563
294.53876,44.90112,8760596,5325,4.36,0.9185,9.652,0.38,4333.32,0.929,0.5261,0.0393700787
294.17908,44.99373,8759594,5683,4.47,1.0146,4.954,0.02,4591.05,1.423,0.7416,0.0040371417
293.21457,44.99499,8757080,5908,4.68,1.0792,14.3,0.06,1282.99,0.393,0.3099,0.0041958042
289.97021,44.98378,8748670,5754,4.66,1.0346,5.425,0.057,2354.44,0.735,0.4437,0.0105069124
289.62326,44.94302,8747899,5808,4.45,1.05,14.121,0.36,2501.79,0.529,0.3822,0.0254939452
288.85367,44.90269,8746237,6130,4.72,1.1478,5.466,0.132,844.75,0.392,0.2804,0.0241492865
286.88821,44.96563,8742449,5584,4.38,0.9874,1.291,0.003,39146.87,1.535,0.7497,0.00232378
286.36322,44.93547,8741487,6206,4.38,1.1726,8.98,0.129,5897.52,1.012,0.5907,0.0143652561
286.21112,44.92319,8741221,5259,4.24,0.9013,26.76,0.973,3669.56,0.457,0.3448,0.0363602392
285.83206,44.98327,8740578,5380,4.57,0.9329,6.423,0.014,21647.04,1.245,0.6566,0.0021796668
284.9621,44.99381,8739092,5399,4.3,0.9379,10.721,0.079,9876.79,1.104,0.625,0.0073687156
284.59482,44.99598,8738442,5493,4.81,0.9629,10.434,0.008,16635.48,1.027,0.5963,0.0007667242
284.24362,44.94982,8737729,6159,4.24,1.1572,10.21,0.011,4431.78,1.135,0.6207,0.0010773751
284.17624,44.99701,8737595,5200,4.76,0.886,11.607,0.228,9955.02,1.077,0.597,0.0196433187
283.65201,44.99841,8736607,4734,4.24,0.7644,38.147,1.664,1809.12,0.538,0.3167,0.0436207303
300.15045,44.81957,8716102,5009,3.97,0.8366,9.462,0.029,13735.59,1.457,0.7647,0.0030648911
299.21631,44.88583,8712745,4010,4.47,0.5468,29.884,0.267,6667.7,0.913,0.549,0.0089345469
293.64532,44.81054,8693857,5438,4.89,0.9482,14.041,0.123,7343.77,0.917,0.5611,0.0087600598
289.81265,44.81885,8683878,5007,4.37,0.8361,33.195,3,3636.66,0.61,0.37,0.0903750565
286.48465,44.89178,8677354,6021,4.2,1.1134,1.38,0.008,518.68,0.513,0.322,0.0057971014
286.38165,44.87908,8677186,5070,4.37,0.8524,29.306,1.014,3669.05,0.589,0.3952,0.0346004231
285.8255,44.88347,8676181,4183,4.52,0.6158,21.642,0.063,10262.13,1.082,0.6503,0.0029110064
301.08295,44.78261,8655422,5974,4.54,1.0991,3.402,0.005,3435.46,0.89,0.5271,0.0014697237
300.28033,44.72793,8652532,5801,4.45,1.048,6.489,0.01,6073.09,1.017,0.5892,0.0015410695
299.9827,44.7133,8651471,5103,4.28,0.8609,3.487,0.004,28856.46,0.903,0.4834,0.0011471179
297.00558,44.77394,8639919,5407,4.44,0.94,10.912,0.133,684.5,0.481,0.2847,0.0121884164
291.41696,44.78481,8623737,6311,4.33,1.2081,7.732,0.121,2638.58,0.688,0.4633,0.0156492499
290.5625,44.71909,8621440,5610,4.59,0.9945,27.976,1.118,1258.55,0.637,0.3744,0.0399628253
290.362,44.72569,8620810,6185,4.67,1.1657,3.098,0.008,1228.87,0.424,0.2912,0.0025823112
289.44711,44.76351,8618494,5204,4.24,0.887,32.053,0.417,6834.03,0.774,0.4337,0.0130097027
289.40564,44.76361,8618399,6081,4.5,1.1322,11.544,0.738,1671.31,0.595,0.4205,0.0639293139
289.40021,44.71356,8618388,6183,4.35,1.165,5.062,0.005,10707.2,1.281,0.7103,0.0009877519
289.01349,44.72454,8617476,5082,4.67,0.8555,23.434,0.836,5240.8,0.513,0.3295,0.0356746607
285.38083,44.78346,8610634,5753,4.42,1.0343,19.451,0.468,994.38,0.595,0.4044,0.0240604596
285.09122,44.77597,8610152,5164,4.43,0.8767,25.083,0.716,4062.65,0.534,0.3724,0.0285452298
284.75961,44.79492,8609607,6044,4.49,1.1206,11.458,0.094,599.74,0.667,0.4656,0.008203875
284.70377,44.74384,8609504,6204,4.39,1.1719,10.528,0.069,2227.01,0.733,0.4705,0.0065539514
282.43207,44.78306,8605289,5687,4.31,1.0157,27.452,0.111,1027.23,0.423,0.2526,0.0040434212
281.47153,44.71694,8603745,4966,4.51,0.8254,16.547,0.029,23946.76,1.254,0.6908,0.0017525835
301.42813,44.64311,8591404,6389,4.34,1.2356,0.394,0.014,6232.92,1.369,0.7281,0.0355329949
300.65881,44.63158,8589265,5174,4.82,0.8793,17.259,0.075,13328.08,1.268,0.6656,0.0043455588
299.95313,44.62106,8586605,4590,4.33,0.7254,27.373,0.367,4114.6,0.761,0.5114,0.0134073722
298.87888,44.65212,8582406,4063,4.6,0.5678,16.058,0.057,7331.43,1.123,0.6274,0.0035496326
298.82996,44.6883,8582224,5355,4.61,0.9264,8.961,0.017,15688.3,1.316,0.7095,0.0018971097
296.8432,44.6681,8574353,6444,4.6,1.2555,2.188,0.006,769.14,0.41,0.3137,0.0027422303
296.09161,44.64568,8571795,6403,4.85,1.2406,1.949,0.003,1567.66,1.478,0.7622,0.0015392509
296.0257,44.6374,8571599,5483,4.91,0.9602,21.994,0.981,3091.99,0.424,0.3143,0.0446030736
295.57336,44.6007,8570134,5305,4.47,0.9133,25.151,0.147,3849.63,0.475,0.3525,0.005844698
293.51535,44.68812,8564261,5507,4.64,0.9666,16.428,0.114,11210.68,0.983,0.6064,0.0069393718
293.42792,44.69554,8564020,5288,4.39,0.9088,27.074,1.256,3712.06,0.629,0.4106,0.0463913718
291.7981,44.67778,8560043,4844,4.53,0.7936,10.164,0.024,7930.55,1.282,0.6687,0.0023612751
290.73743,44.64822,8557140,6053,4.62,1.1234,6.712,0.007,10368.41,1.114,0.6697,0.0010429082
290.0517,44.62765,8555264,5923,4.14,1.0837,59,0.59,657.83,0.611,0.2779,0.01
289.85339,44.64533,8554752,4613,4.55,0.7317,30.821,0.149,1949.04,0.577,0.4117,0.0048343662
289.72128,44.65814,8554446,6146,4.34,1.1529,13.659,0.111,1477.42,0.58,0.3748,0.00812651
289.68646,44.65806,8554366,5291,4.35,0.9096,3.763,0.007,62089.44,1.583,0.7963,0.0018602179
284.763,44.68158,8544875,5666,4.68,1.0099,14.773,0.02,11722,1.077,0.6238,0.0013538212
284.72839,44.69485,8544804,4835,4.69,0.7912,10.861,0.163,5023.66,1.08,0.5787,0.0150078262
284.66284,44.66734,8544685,6205,4.27,1.1723,9.601,0.053,1159.67,1.004,0.5819,0.0055202583
282.52377,44.64979,8540616,4141,4.55,0.599,37.366,0.19,5437.49,1.08,0.5473,0.0050848365
282.20502,44.66886,8540081,5446,4.38,0.9503,18.219,0.082,14046.25,1.268,0.6478,0.0045007959
300.13397,44.59569,8522537,5210,4.87,0.8886,12.038,0.072,14844.95,1.206,0.6689,0.00598106
299.72995,44.54076,8520982,4193,4.41,0.6198,15.996,0.153,3085.49,1.074,0.6048,0.0095648912
298.85422,44.54402,8517688,5444,4.32,0.9498,12.54,0.368,3076.2,0.811,0.4929,0.0293460925
298.79715,44.57479,8517490,5173,4.6,0.879,17.676,0.07,9947.57,0.884,0.5385,0.003960172
295.87476,44.52998,8506556,5056,4.07,0.8488,7.983,0.029,16122.94,1.399,0.7186,0.0036327195
