_RAJ2000,_DEJ2000,KIC,Teff,log(g),Mass,Prot,e_Prot,Rper,LPH,w,dP/P
289.0477,41.15998,5867825,6115,4.16,1.143,11.606,0.318,922.71,0.424,0.3161,0.0273996209
288.37238,41.10073,5865937,5244,4.86,0.8974,8.161,0.103,14001.01,1.265,0.6661,0.0126210023
286.16492,41.1509,5860847,4850,4.62,0.7951,21.153,0.04,10469.73,1.27,0.6534,0.0018909847
285.82779,41.18164,5860069,5981,4.14,1.1012,15.925,0.165,602.72,0.703,0.4466,0.0103610675
284.58713,41.1116,5857501,6275,4.35,1.1958,1.791,0.007,2779.75,1.149,0.6571,0.003908431
283.88452,41.10673,5856143,5182,4.34,0.8813,6.864,0.022,27915.48,1.474,0.7601,0.0032051282
299.56332,41.07599,5823237,5634,4.44,1.0011,5.302,0.01,9318.35,1.319,0.7,0.0018860807
299.3768,41.07482,5822286,5348,4.38,0.9245,5.641,0.019,18613.34,1.553,0.7767,0.0033681971
298.52655,41.02888,5817844,6193,4.64,1.1683,1.688,0.008,1331.39,0.691,0.4425,0.0047393365
298.41428,41.07442,5817243,5711,4.45,1.0224,2.943,0.012,2782.43,1.557,0.7776,0.004077472
297.69452,41.01517,5813937,5381,4.62,0.9332,20.459,0.083,3605.54,0.591,0.4054,0.0040568943
296.55423,41.09918,5808571,6069,4.43,1.1284,10.554,0.171,1109.54,0.413,0.3326,0.0162023877
295.30276,41.02173,5802955,6302,4.51,1.205,2.666,0.062,979.3,0.61,0.4201,0.023255814
295.1236,41.05296,5802346,5808,4.23,1.05,2.822,0.012,832.5,0.955,0.5408,0.0042523033
295.06598,41.00971,5802116,5791,4.42,1.0451,19.798,0.947,836.49,0.379,0.2776,0.0478331145
293.25299,41.02353,5795522,6333,4.03,1.2158,8.581,0.018,2284.59,1.064,0.592,0.0020976576
292.07144,41.07575,5791712,6033,4.65,1.1172,21.069,0.209,1553.42,0.781,0.4384,0.0099197874
291.81958,41.09317,5790939,6476,4.36,1.2673,1.726,0.005,1046.06,0.462,0.35,0.0028968714
290.97656,41.06635,5788426,5680,4.62,1.0138,15.213,0.119,7053.35,0.888,0.5718,0.0078222573
290.93802,41.02865,5788323,5526,4.96,0.9717,14.521,0.126,7559.3,1.196,0.6618,0.0086770884
290.51614,41.09387,5787054,6018,4.43,1.1125,6.139,0.029,2964.05,0.787,0.5032,0.0047238964
290.31921,41.03865,5786382,4790,4.07,0.7793,1.516,0.008,71301.22,1.582,0.7452,0.0052770449
289.77444,41.03853,5784457,5607,4.44,0.9937,10.096,0.169,4043.46,0.72,0.4472,0.0167393027
289.65036,41.08594,5784065,5442,4.76,0.9493,9.182,0.041,5641.64,1.014,0.5755,0.0044652581
289.45273,41.06406,5783428,5394,4.46,0.9366,22.906,0.094,2968.37,0.925,0.5414,0.0041037283
289.14105,41.07853,5782501,5336,4.28,0.9214,24.15,0.93,3089.85,0.656,0.4488,0.0385093168
288.93436,41.01834,5781874,6261,4.24,1.191,14.24,0.378,513.49,0.487,0.3012,0.0265449438
288.38794,41.02583,5780381,4824,4.97,0.7883,19.361,0.13,11054.99,1.258,0.6695,0.0067145292
288.14264,41.06155,5779723,6068,4.21,1.1281,11.392,1.032,742.7,0.317,0.267,0.0905898876
286.18094,41.08534,5774954,5296,4.92,0.9109,21.477,0.124,4197.6,0.605,0.4112,0.0057736183
286.17603,41.07557,5774937,5741,4.48,1.0309,9.292,0.045,6581.01,1.111,0.6527,0.0048428756
285.6391,41.01048,5773784,5658,4.54,1.0077,6.511,0.12,14082.19,1.376,0.7375,0.0184303486
285.51102,41.07736,5773489,5641,4.22,1.003,7.333,0.018,10825.13,1.424,0.7524,0.002454657
282.85526,41.03539,5768082,4991,4.26,0.8319,31.853,0.917,3969.85,0.454,0.3157,0.0287884972
282.57071,41.05634,5767489,5685,4.56,1.0152,3.442,0.016,4755.44,1.139,0.6161,0.0046484602
299.18607,40.97644,5735996,6248,4.59,1.1866,1.142,0.014,1167.68,0.68,0.4385,0.0122591944
297.5835,40.98339,5728079,5377,4.57,0.9321,14.351,0.03,13070.88,1.288,0.6871,0.0020904467
296.83612,40.90241,5724456,5828,4.07,1.0558,18.523,0.297,836.73,0.445,0.3228,0.0160341197
296.20898,40.91923,5721501,6455,4.63,1.2595,0.683,0.003,792.74,0.351,0.2563,0.0043923865
295.44324,40.9114,5718076,6271,4.62,1.1944,2.82,0.009,1719.44,0.673,0.4524,0.0031914894
293.09171,40.92521,5709611,6020,4.34,1.1131,8.332,0.044,7033.82,1.138,0.6656,0.0052808449
292.18198,40.92142,5706628,5619,4.53,0.9969,23.99,0.226,1547.63,0.424,0.293,0.0094205919
291.07971,40.92154,5703256,5756,4.45,1.0351,19.197,0.712,2849.52,0.745,0.4709,0.0370891285
290.47888,40.91781,5701440,5837,4.53,1.0584,11.654,0.059,11266.83,0.91,0.5899,0.0050626394
290.46677,40.908,5701405,5515,4.31,0.9687,7.15,0.445,6598.44,0.821,0.4787,0.0622377622
288.63458,40.90373,5695673,5424,4.23,0.9445,14.684,0.022,12070.12,1.218,0.6731,0.0014982294
287.9523,40.93089,5693894,5075,4.76,0.8537,16.143,0.1,11686.8,1.108,0.6454,0.0061946354
285.20703,40.97748,5687665,4321,4.64,0.6714,32.916,0.471,5374.28,0.802,0.4828,0.0143091506
284.68854,40.94138,5686578,5208,4.65,0.8881,6.876,0.005,14190.14,1.3,0.6695,0.000727167
284.03717,40.99578,5685339,5819,4.16,1.0532,7.977,0.038,2870.8,0.839,0.5165,0.0047636956
283.86993,40.93697,5684988,5482,4.68,0.9599,12.274,0.037,851.9,1.057,0.6258,0.0030145022
282.84143,40.93125,5682921,5753,4.38,1.0343,20.251,0.454,4950.34,0.493,0.3451,0.022418646
299.81781,40.8874,5653693,4985,4.49,0.8304,30.523,0.216,4018.69,0.602,0.3965,0.0070766307
299.63394,40.82752,5652737,6160,4.33,1.1575,2.274,0.004,4439.47,1.37,0.729,0.001759015
298.70361,40.88059,5647960,5004,4.6,0.8353,10.819,0.107,4356.38,0.944,0.5181,0.0098900083
298.31863,40.83892,5646001,4647,4.61,0.741,19.892,0.084,15092.43,1.104,0.6568,0.0042228031
298.10004,40.81125,5645063,4999,4.42,0.834,29.461,1.204,3541.56,0.561,0.3926,0.0408675877
297.8924,40.84172,5644133,4648,4.1,0.7413,9.999,0.048,6416.5,1.161,0.6076,0.00480048
297.38501,40.8754,5641606,6286,4.44,1.1995,3.378,0.026,2551.38,0.84,0.5468,0.007696862
296.62708,40.84137,5637994,6206,4.44,1.1726,3.689,0.005,6928.95,1.14,0.6678,0.0013553809
296.57028,40.80044,5637772,5227,3.85,0.893,11.158,0.084,9921.04,1.05,0.5832,0.0075282309
296.48166,40.81004,5637313,5783,4.39,1.0428,5.213,0.02,9651.45,1.252,0.6778,0.0038365624
294.89661,40.88259,5630611,5624,4.83,0.9983,3.65,0.026,4770.96,1.297,0.6779,0.0071232877
293.02911,40.88008,5623991,5894,4.29,1.0751,21.341,0.481,2569.44,0.607,0.372,0.0225387751
292.98782,40.84201,5623852,5887,4.57,1.073,0.57,0.005,1472.35,1.36,0.6865,0.0087719298
292.52679,40.83927,5622300,6368,4.36,1.2281,5.596,0.106,3454.92,0.845,0.5463,0.0189421015
290.59854,40.87241,5616132,6429,4.12,1.25,8.29,0.178,460.74,0.367,0.2536,0.0214716526
289.83282,40.85852,5613532,5077,4.3,0.8542,26.146,0.554,4314.54,0.782,0.4972,0.0211887096
289.76425,40.81447,5613297,4800,4.34,0.782,29.668,1.264,1515.72,0.473,0.3296,0.0426048267
288.39398,40.85488,5609183,5769,4.37,1.0388,11.337,0.02,14821.23,1.265,0.685,0.0017641351
286.19937,40.84752,5603639,4896,4.53,0.8072,29.625,0.581,2469.24,0.615,0.424,0.0196118143
299.33044,40.70295,5565247,6173,4.31,1.1617,11.932,0.005,1340.27,0.924,0.5374,0.0004190412
298.03204,40.78959,5558768,6105,4.59,1.1398,1.232,0.005,8413.26,1.423,0.7302,0.0040584416
297.90756,40.71241,5558191,5645,4.39,1.0041,4.254,0.011,7015.11,1.052,0.5829,0.0025858016
297.72156,40.75995,5557290,4181,4.45,0.615,20.445,0.044,7002.38,0.881,0.5264,0.0021521154
297.57016,40.75703,5556463,5829,4.61,1.0561,8.426,0.024,4160.76,0.989,0.5944,0.0028483266
296.59311,40.70456,5551698,5949,4.68,1.0915,5.078,0.005,13973.53,1.209,0.6725,0.0009846396
296.58566,40.78555,5551661,6080,4.33,1.1319,21.066,0.051,947.8,0.866,0.4702,0.0024209627
294.92126,40.72808,5544545,6128,4.69,1.1471,4.408,0.11,1527.49,0.631,0.424,0.0249546279
294.4552,40.72362,5542787,5182,4.53,0.8813,28.512,0.258,6293.54,0.897,0.5004,0.0090488215
292.56845,40.73772,5536038,6461,4.45,1.2617,3.478,0.003,1169.26,1.295,0.6934,0.0008625647
291.05515,40.74693,5531282,6111,4.35,1.1417,12.336,0.122,648.02,0.354,0.2632,0.0098897536
290.90442,40.72143,5530832,5678,4.57,1.0132,23.968,0.371,1253.55,0.43,0.2864,0.015478972
290.73569,40.70717,5530330,6484,4.32,1.2703,4.464,0.033,2873,0.72,0.4851,0.0073924731
290.33502,40.72219,5529014,5681,4.59,1.0141,25.298,0.133,806.3,0.604,0.3681,0.0052573326
288.97595,40.71221,5524546,6128,4.59,1.1471,12.785,0.148,600.25,0.461,0.3203,0.0115760657
287.84042,40.7434,5521501,6293,4.34,1.2019,4.902,0.214,1671.31,0.384,0.297,0.0436556508
287.68109,40.76234,5521096,5816,4.48,1.0523,17.274,0.085,1400.89,0.458,0.3482,0.0049206901
286.09299,40.78756,5517361,4826,4.34,0.7888,34.604,0.915,2322.49,0.567,0.3549,0.0264420298
284.55853,40.72642,5514252,5057,4.3,0.849,8.529,0.005,8101.34,1.074,0.5691,0.0005862352
283.07135,40.73867,5511275,4251,4.59,0.6432,24.422,0.182,11357.37,1.302,0.6472,0.0074522971
299.80954,40.68582,5482295,5353,4.57,0.9258,9.602,0.019,14461.7,1.229,0.6718,0.0019787544
299.06662,40.61426,5478337,6030,4.13,1.1162,1.459,0.003,1057.39,0.705,0.4321,0.0020562029
298.71606,40.61416,5476473,6359,4.52,1.2249,0.398,0.005,3030.72,0.89,0.5475,0.0125628141
298.40176,40.68755,5474775,4598,4.14,0.7276,27.066,0.216,5800.19,0.793,0.532,0.0079804921
298.30942,40.67598,5474298,4964,4.3,0.8249,20.51,0.073,13860.88,1.119,0.6369,0.0035592394
297.96313,40.62558,5472644,5707,4.48,1.0213,20.711,0.083,1780.9,0.977,0.5454,0.0040075322
297.24817,40.62175,5469748,4703,4.47,0.7561,13.143,0.055,5325.2,1.141,0.6177,0.0041847371
296.59302,40.65974,5466688,5627,4.68,0.9991,5.046,0.142,4846.16,0.648,0.3883,0.0281411019
294.89374,40.69975,5459300,5711,4.44,1.0224,8.807,0.038,11588.19,1.248,0.7089,0.0043147496
294.30563,40.63131,5457051,4425,4.41,0.6791,25.465,0.153,4397.33,1.07,0.6017,0.0060082466
294.10181,40.62333,5456269,5869,4.42,1.0677,11.561,0.09,829.58,0.502,0.3517,0.0077847937
291.00906,40.63449,5445867,5542,4.67,0.976,8.919,0.065,10915.91,1.335,0.7368,0.0072878125
290.83423,40.60535,5445348,5183,4.39,0.8816,11.417,0.025,5989.07,1.298,0.7115,0.0021897171
290.06201,40.6626,5442808,5059,4.4,0.8495,7.008,0.007,22573.35,1.417,0.7185,0.0009988584
289.81992,40.61288,5442026,4308,4.54,0.6662,13.433,0.369,13265.73,0.522,0.2905,0.0274696643
289.52011,40.6416,5441028,5785,4.31,1.0434,11.93,0.414,1794.1,0.429,0.291,0.0347024308
289.19617,40.62826,5440027,6370,4.34,1.2288,4.884,0.062,622.45,0.358,0.2961,0.0126945127
288.34244,40.65591,5437613,4993,4.66,0.8324,16.292,0.184,11630.92,1.426,0.6927,0.0112938866
284.39487,40.69819,5428575,4999,4.58,0.834,14.178,0.022,17607.21,1.185,0.6622,0.0015516998
299.78888,40.52199,5396800,5544,4.27,0.9766,11.514,0.03,27368.84,1.36,0.7086,0.0026055237
298.37515,40.55676,5389030,5768,4.53,1.0385,13.969,0.128,3444.91,0.811,0.5518,0.009163147
298.00772,40.52992,5387183,6441,4.68,1.2544,1.955,0.056,5978.49,1.405,0.744,0.0286445013
296.47513,40.59236,5380443,5360,4.3,0.9277,7.101,0.016,8239.36,1.228,0.6519,0.0022532038
295.48065,40.53537,5375950,5341,4.56,0.9227,25.035,1.157,2162.87,0.819,0.4953,0.0462152986
294.89401,40.55455,5373555,4244,4.64,0.6404,24.003,0.039,20311.12,1.281,0.6472,0.0016247969
294.52298,40.55235,5372081,6158,4.69,1.1568,1.533,0,1056.85,1.209,0.6631,0
290.19394,40.53516,5357279,5513,4.66,0.9682,24.881,0.427,1954.02,0.502,0.3433,0.0171616896
289.75916,40.55423,5355882,5163,4.55,0.8764,17.482,0.026,879.7,0.923,0.5585,0.001487244
288.74231,40.5933,5352676,5444,4.63,0.9498,13.753,0.031,19062.22,1.162,0.6759,0.0022540537
288.60809,40.54333,5352283,5307,4.42,0.9138,18.338,0.12,13074.4,1.195,0.6426,0.0065437889
288.40637,40.53482,5351738,6076,4.05,1.1306,7.404,0.004,13070.14,1.108,0.6601,0.0005402485
288.1749,40.54149,5351109,5331,4.52,0.9201,26.025,0.519,2086.88,0.64,0.4216,0.0199423631
287.84222,40.51668,5350199,5251,4.49,0.8992,16.531,0.236,9841.14,1.245,0.668,0.0142762083
299.23679,40.42582,5306984,5683,4.44,1.0146,3.162,0.024,51159.56,1.657,0.7986,0.0075901328
298.76016,40.40781,5304548,5583,4.16,0.9871,0.244,0.006,1167.89,0.517,0.3016,0.0245901639
298.08881,40.45598,5300919,5752,4.41,1.034,8.218,0.102,18634.59,0.935,0.5604,0.012411779
298.0874,40.45589,5300910,5924,4.31,1.084,7.563,0.318,10867.6,0.762,0.4861,0.0420468068
297.17523,40.47908,5296455,6418,4.36,1.246,2.953,0.008,1062.99,0.658,0.4742,0.0027091094
297.14532,40.48661,5296299,6314,4.54,1.2092,4.222,0.076,1473.72,0.502,0.3737,0.0180009474
295.78586,40.47977,5289857,4797,4.02,0.7812,18.357,0.086,5135.74,1.075,0.6298,0.0046848614
293.59634,40.45538,5281167,5747,4.49,1.0326,9.515,0.013,2972.63,1.452,0.726,0.0013662638
290.53421,40.49589,5270991,5238,4.14,0.8959,30.845,2.785,1594.9,0.423,0.2782,0.0902901605
288.94012,40.48459,5265726,6287,4.35,1.1999,7.167,0.113,1439.15,0.479,0.3713,0.0157667085
288.59521,40.42386,5264738,5236,4.56,0.8953,15.948,0.051,16925.9,1.241,0.6749,0.0031978932
298.5224,40.38238,5215632,5731,4.4,1.0281,4.615,0.028,9777.19,1.229,0.6616,0.0060671723
293.7645,40.33366,5193770,5221,4.81,0.8914,5.689,0.01,18186.87,1.454,0.7368,0.0017577782
293.56573,40.3977,5193053,6141,4.49,1.1513,19.759,0.261,2517.22,0.869,0.4718,0.0132091705
290.55927,40.39054,5183039,5556,4.91,0.9798,11.427,0.025,23899.85,1.261,0.6998,0.0021878008
289.87442,40.33854,5180524,5331,4.74,0.9201,12.656,0.035,20378.83,1.089,0.6267,0.0027654867
289.6777,40.32077,5179847,5372,4.71,0.9308,13.321,0.033,28315.9,1.272,0.6976,0.0024772915
289.58267,40.31807,5179517,5675,4.38,1.0124,12.867,0.355,933.47,0.466,0.3083,0.0275899588
289.44568,40.38007,5179087,5185,4.54,0.8821,20.926,0.112,6339.67,0.952,0.5881,0.0053521934
288.88721,40.30628,5177314,6093,4.31,1.136,10.599,0.049,694.96,0.372,0.3056,0.0046230776
288.62357,40.39717,5176547,4943,4.16,0.8195,5.03,0.035,8968.53,0.916,0.4913,0.0069582505
287.86264,40.38281,5174424,5084,4.38,0.856,10.418,0.064,13080.84,1.062,0.573,0.0061432137
286.64481,40.32893,5171499,4946,4.73,0.8202,10.74,0.016,8876.5,1.17,0.6221,0.0014897579
286.56833,40.32646,5171330,5079,4.61,0.8547,25.148,0.268,4516.96,0.706,0.4916,0.0106569111
283.97549,40.34103,5165870,5856,4.34,1.0639,3.322,0.003,4087.03,1.181,0.638,0.0009030704
295.814,40.26334,5115044,5867,4.6,1.0671,4.689,0.034,7453.41,1.367,0.723,0.007251013
295.19495,40.24963,5111890,5460,4.75,0.9541,8.213,0.005,8020.88,1.34,0.7232,0.0006087909
294.18854,40.28151,5107846,4755,4.27,0.77,35.803,1.014,2873.66,0.507,0.32,0.028321649
294.06006,40.20751,5107349,5702,4.39,1.0199,25.535,0.157,599.47,0.529,0.3253,0.0061484237
293.3558,40.20277,5104709,5176,4.46,0.8798,29.535,1.155,3900.65,0.547,0.3611,0.0391061453
293.24811,40.29911,5104321,6362,4.31,1.226,6.2,0.088,2068.7,0.414,0.3292,0.0141935484
290.05713,40.25786,5093519,6282,4.36,1.1982,4.578,0.281,801.5,0.337,0.2565,0.0613805155
289.47757,40.23333,5091586,4833,4.62,0.7907,20.558,0.197,7146.12,1.064,0.6439,0.0095826442
288.4624,40.20785,5088563,5098,4.05,0.8596,7.164,0.113,15114.9,1.343,0.6834,0.015773311
288.44653,40.29877,5088520,6431,4.23,1.2507,63.066,0.117,859.38,0.887,0.4164,0.0018551993
284.42706,40.24931,5079500,5324,4.44,0.9182,11.769,0.303,5401.34,1.07,0.6086,0.0257456029
284.23407,40.276,5079124,5277,4.65,0.906,18.225,0.096,9099.78,0.921,0.5821,0.0052674897
283.4895,40.26029,5077535,5122,4.45,0.8658,12.219,0.047,12955.78,1.14,0.6252,0.0038464686
296.11081,40.13641,5028289,5142,3.97,0.871,7.544,0.093,16714.45,1.438,0.7428,0.0123276776
295.93915,40.11157,5027511,4213,4.58,0.6279,43.511,1.786,2273.38,0.575,0.3229,0.0410470915
295.84149,40.1922,5027063,5283,4.31,0.9075,11.014,0.014,7017.7,1.465,0.7273,0.0012711095
295.49652,40.13727,5025523,6107,4.43,1.1404,8.168,0.247,1227.2,0.481,0.3636,0.0302399608
295.29337,40.11482,5024254,4978,4.29,0.8286,17.609,0.473,8458.61,0.901,0.5321,0.0268612641
295.14401,40.15425,5023483,6359,4.47,1.2249,3.981,0.024,2015.89,0.607,0.4457,0.006028636
294.70093,40.18259,5021613,6065,4.29,1.1271,12.868,0.033,1743.88,0.83,0.512,0.0025645011
294.09012,40.13139,5019183,6091,4.54,1.1353,7.41,0.042,7051.05,1.162,0.6692,0.0056680162
291.30264,40.10778,5009403,6107,4.38,1.1404,19.044,0.028,1559.62,1.32,0.6226,0.0014702794
291.09668,40.14826,5008740,5471,4.63,0.957,7.505,0.036,15824.74,1.227,0.6646,0.0047968021
290.23099,40.14088,5006008,5765,4.39,1.0377,18.926,0.155,551.82,0.32,0.2586,0.0081897918
289.80322,40.11089,5004533,5986,4.42,1.1027,16.351,0.472,752.93,0.382,0.2698,0.028866736
289.7894,40.17327,5004478,5448,4.88,0.9509,15.503,0.155,2341.33,0.514,0.3282,0.0099980649
289.61383,40.10973,5003889,5916,4.22,1.0816,12.559,0.055,3401.34,0.743,0.5174,0.0043793296
288.36398,40.12608,5000199,5877,4.52,1.0701,12.098,0.359,4303.57,0.783,0.5318,0.0296743263
287.24832,40.11603,4997281,5336,4.6,0.9214,17.935,0.098,11732.79,0.991,0.6154,0.0054641762
286.42023,40.17994,4995418,5855,4.53,1.0636,12.003,0.272,5163.97,0.869,0.5749,0.0226610014
284.65036,40.12648,4991624,4207,4.51,0.6255,31.259,1.754,6116.63,0.761,0.4897,0.0561118398
284.43896,40.18093,4991163,5060,4.15,0.8498,22.134,0.266,7611.22,1.065,0.6028,0.0120177103
284.39871,40.12148,4991079,5288,4.43,0.9088,29.176,0.902,1034.44,0.458,0.3093,0.0309158212
284.29013,40.19737,4990857,4626,4.26,0.7353,31.863,0.414,3256.8,0.737,0.46,0.0129931268
298.27032,40.00536,4950850,4736,4.29,0.765,40.333,1.312,917.26,0.453,0.2549,0.0325291945
297.65848,40.00643,4947915,5402,4.66,0.9387,16.729,0.071,11954.93,1.21,0.654,0.004244127
296.19431,40.00361,4941180,4779,4.1,0.7764,17.346,0.019,14338.97,1.275,0.6939,0.0010953534
295.46481,40.04462,4937716,5172,3.99,0.8788,20.655,0.689,2419.23,0.835,0.5397,0.0333575405
294.89789,40.09704,4935306,5003,4.24,0.835,26.805,0.302,2092.09,0.474,0.3211,0.0112665547
294.09036,40.07266,4932114,4900,4.41,0.8082,9.041,0.011,13188.57,1.496,0.7738,0.0012166796
293.9996,40.01284,4931729,4805,4.19,0.7833,12.137,0.19,6548.79,1.291,0.6893,0.0156546099
293.88123,40.09097,4931285,5622,4.5,0.9978,11.134,0.028,22725.08,1.287,0.6994,0.0025148195
293.78949,40.0377,4930913,5840,4.74,1.0593,16.052,0.533,3507.44,0.7,0.4727,0.0332045851
293.69247,40.08752,4930551,6466,4.42,1.2636,3.588,0.254,897.68,0.377,0.3174,0.0707915273
293.65192,40.04218,4930424,5570,4.98,0.9836,11.268,0.226,5850.97,0.877,0.5356,0.020056798
293.53799,40.05706,4929989,5687,4.4,1.0157,14.953,0.129,828.39,0.559,0.3895,0.0086270314
293.2988,40.07014,4929092,4314,4.57,0.6686,16.461,0.017,7317.36,1.266,0.709,0.0010327441
290.85431,40.081,4920812,5044,4.24,0.8457,11.527,0.009,16950.25,1.31,0.7071,0.0007807756
290.76825,40.04918,4920506,6064,4.48,1.1268,9.67,0.19,612.53,0.34,0.2654,0.0196483971
290.40289,40.01981,4919320,5345,4.63,0.9237,10.932,0.025,14296.05,1.197,0.6676,0.0022868643
290.2309,40.01546,4918685,5513,4.66,0.9682,28.799,0.455,972.57,0.436,0.2713,0.0157991597
290.13254,40.09173,4918333,3718,4.57,0.4339,19.854,0.033,12601.67,1.505,0.7194,0.0016621336
289.79959,40.04054,4917145,5294,4.65,0.9104,8.986,0.049,16897.56,1.314,0.7029,0.0054529268
289.62665,40.03816,4916470,5365,4.56,0.929,9.175,0.007,11933.57,1.25,0.6793,0.0007629428
289.573,40.07964,4916269,4266,4.46,0.6492,29.049,0.519,1420.47,0.582,0.384,0.0178663637
288.46201,40.06301,4912962,5438,4.57,0.9482,19.387,0.094,3720.4,0.814,0.5417,0.0048486099
287.12524,40.04256,4909515,5791,4.37,1.0451,7.096,0.214,3246.84,0.663,0.4141,0.0301578354
287.11783,40.05769,4909498,4887,4.31,0.8048,9.48,0.021,12553.81,1.506,0.7672,0.0022151899
284.02173,40.09556,4902925,5169,4.38,0.878,19.023,0.071,13216.67,1.176,0.6404,0.003732324
283.67407,40.05204,4902158,5427,4.45,0.9453,2.667,0.005,14197.14,1.444,0.718,0.0018747657
298.62631,39.98597,4864462,6252,4.46,1.188,4.16,0.003,3402.41,0.438,0.3192,0.0007211538
297.46689,39.90208,4859022,5654,4.22,1.0066,4.583,0.032,13384.28,1.533,0.7838,0.006982326
295.7662,39.97446,4850888,5716,4.33,1.0238,4.277,0.008,3844.74,1.557,0.7884,0.00187047
295.57529,39.93041,4850024,6349,4.63,1.2214,2.289,0,1618.68,0.787,0.5187,0
294.89316,39.93186,4847078,6085,4.71,1.1334,6.269,0.027,1573.92,1.023,0.6307,0.004306907
293.9104,39.99065,4843152,6148,4.3,1.1536,0.49,0,7105.41,1.383,0.7121,0
293.00064,39.97178,4839799,4808,4.2,0.7841,18.109,0.04,12085.26,1.208,0.683,0.0022088464
291.18491,39.9595,4833652,5045,4.52,0.8459,9.582,0.021,12797.09,1.428,0.7551,0.0021916093
290.43411,39.98631,4831272,5835,4.49,1.0578,11.209,0.037,4603.09,0.888,0.5729,0.0033009189
289.93588,39.99499,4829488,5360,4.46,0.9277,17.909,0.015,8734.64,1.172,0.641,0.0008375677
289.71924,39.95179,4828743,5102,4.64,0.8607,19.206,0.084,11370.18,1.006,0.624,0.0043736332
289.54968,39.9595,4828160,5004,4.22,0.8353,20.165,1.499,3723.11,0.776,0.4788,0.074336722
286.81577,39.99269,4820642,6409,4.25,1.2428,0.964,0.003,1038.13,0.77,0.5048,0.0031120332
286.36905,39.99273,4819602,5723,4.47,1.0258,4.188,0.01,18763.54,1.233,0.6597,0.0023877746
286.32474,39.9292,4819498,5463,4.45,0.9549,18.873,0.085,791.73,0.482,0.3284,0.0045037885
283.95309,39.9124,4814376,4257,4.56,0.6456,10.098,0.012,10901.87,1.257,0.6579,0.0011883541
297.07794,39.86043,4768583,5385,4.3,0.9342,5.941,0.249,8815.17,1.278,0.6679,0.041912136
296.23584,39.8793,4764523,6228,4.73,1.1799,6.546,0.024,997.84,0.703,0.5066,0.0036663611
295.8573,39.86548,4762609,5172,4.41,0.8788,16.901,0.161,5205.69,0.925,0.5551,0.0095260635
295.35657,39.85014,4760140,5792,4.36,1.0454,4.853,0.013,8998.42,1.385,0.7289,0.0026787554
294.02124,39.82459,4754691,4251,4.64,0.6432,10.419,0.018,7199.05,1.086,0.5815,0.001727613
293.75522,39.80568,4753633,6159,4.32,1.1572,2.907,0.007,7881.76,1.166,0.6617,0.0024079807
290.76489,39.83995,4743351,3918,4.73,0.5106,13.676,0.015,12180.27,1.608,0.7339,0.0010968119
290.67679,39.87286,4743097,5778,4.43,1.0414,9.566,0.013,20791.41,1.299,0.7085,0.0013589797
290.60724,39.83157,4742905,4092,4.55,0.5794,13.823,0.014,11049.51,1.289,0.6984,0.0010128047
290.42258,39.8305,4742311,5534,4.2,0.9739,19.57,0.147,6982.86,0.722,0.4929,0.0075114972
286.98712,39.86522,4732363,5729,4.49,1.0275,17.441,0.109,3683.09,0.512,0.3887,0.0062496416
286.89383,39.851,4732150,6006,4.48,1.1088,13.535,0.087,851.04,0.43,0.3278,0.0064277798
297.60986,39.79825,4679834,6344,4.39,1.2196,1.648,0.004,6389.68,1.033,0.6201,0.0024271845
295.75906,39.77567,4670457,5447,4.25,0.9506,22.359,0.609,4088.31,0.628,0.4411,0.0272373541
294.40094,39.79273,4664466,5761,4.3,1.0366,7.083,0.018,14308.3,1.138,0.6449,0.0025412961
294.38336,39.71417,4664396,6419,4.49,1.2464,1.217,0.006,764.85,0.423,0.3069,0.0049301561
294.10754,39.79829,4663291,5246,4.31,0.8979,18.284,0.027,6693.72,0.974,0.6114,0.0014767009
293.25604,39.71881,4660012,5441,3.73,0.949,5.976,0.031,4767.78,0.961,0.5351,0.0051874163
290.67789,39.77779,4651334,5346,4.49,0.924,13.091,0.163,8796.99,1.258,0.7018,0.0124513024
290.56064,39.72198,4650944,6156,4.76,1.1562,3.321,0.008,3602.15,0.85,0.5319,0.002408913
290.16937,39.76153,4649548,5270,4.34,0.9042,23.655,0.472,5160.81,0.497,0.3479,0.0199534982
289.96164,39.76041,4648759,5424,4.7,0.9445,22.748,0.775,2517.85,0.961,0.5498,0.0340689291
289.45996,39.74136,4647084,4714,4.56,0.7591,9.752,0.024,13850.27,1.226,0.6366,0.0024610336
289.14804,39.73237,4646077,5545,4.63,0.9768,16.535,0.106,8511.66,0.935,0.5885,0.0064106441
288.84149,39.73274,4645045,6115,4.6,1.143,6.775,0.501,1597.88,0.565,0.4045,0.0739483395
285.89743,39.73919,4637644,4203,4.66,0.6239,29.215,2.164,4273.21,0.965,0.5592,0.0740715386
284.03461,39.75817,4633577,5336,4.34,0.9214,21.453,0.293,8076.55,1.116,0.6026,0.0136577635
283.91852,39.74888,4633285,4995,4.39,0.833,0.372,0.003,50825.18,1.701,0.8139,0.0080645161
294.88647,39.65189,4573862,5483,4.9,0.9602,18.748,0.523,2933.8,0.791,0.5349,0.0278963089
293.46088,39.60983,4567997,6064,4.21,1.1268,4.028,0.006,9271.26,1.303,0.714,0.001489573
289.00967,39.65961,4552395,5803,4.4,1.0486,8.867,0.032,900.15,1.064,0.6317,0.0036088869
